OBJECTID;UEA;PROY_COD;PROYECTO;MUESTRA;ESTE;NORTE;ELEVACION;PROYECCION;FECHA;GEOLOGO;TIPO_MATERIAL;ZONA;ANCHO;AZIMUT_STR;BUZAMIENTO_STR;ROCA_GENERAL;ALTERACION;ALT_INTENSIDAD;MINERALIZACION;TIPO_MINERALIZACION;TIPO_ESTRUCTURA;MIN_PRINCIPAL;MIN_SECUNDARIO;OBSERVACION;SINCRONIZACION;Au_ppm;Aucn_ppm;Ag_ppm;Al_pct;As_ppm;B_ppm;Ba_ppm;Be_ppm;Bi_ppm;Ca_pct;Cd_ppm;Ce_ppm;Co_ppm;Cr_ppm;Cs_ppm;Cu_ppm;Fe_pct;Ga_ppm;Ge_ppm;Hf_ppm;Hg_ppm;In_ppm;K_pct;La_ppm;Li_ppm;Lu_ppm;Mg_pct;Mn_ppm;Mo_ppm;Na_pct;Nb_ppm;Ni_ppm;P_pct;Pb_ppm;Rb_ppm;Re_ppm;S_pct;Sb_ppm;Se_ppm;Sc_ppm;Sn_ppm;Sr_ppm;Ta_ppm;Te_ppm;Tb_ppm;Th_ppm;Ti_pct;Tl_ppm;U_ppm;V_ppm;W_ppm;Y_ppm;Yb_ppm;Zn_ppm;Zr_ppm;TARGET
1;TM;TBM;DISTRITAL TAMBOMAYO;TMCA00004720;184061.48;8288600.15;4858.15;W84U19S;26-Dec-2018;Bisa;Estructura;Afloramiento;0.1;120;90;Volc;Argl;Mod;Si;Mass;Vt;Sulf;;"Estructura con contacto de roca volcánica verdosa; dacitas???; con presencia de epidotas; cloritas; diss fina de Py; magnetizada (presencia de magnetita fina); débil presencia de malaquita y crisocola de forma irregular.";21/11/2019 07:00;0.005;;0.2;0.85;3;10;40;0.5;2;0.61;0.5;;7;17;;57;1.81;10;;;1;;0.46;20;;;0.28;320;1;0.17;;10;0.098;6;;;0.03;2;;4;;59;;;;20;0.14;10;10;83;10;;;56;;TAMBOMAYO
2;TM;TBM;DISTRITAL TAMBOMAYO;TMCA00004719;189167;8287379;5133.97;W84U19S;26-Dec-2018;Bisa;Estructura;Afloramiento;0.1;300;87;Volc;Argl;Mod;Si;Diss;Vt;Ox;Qz;Veta con abundante  py diss + OxFe + cuarzo y limorcillas.;21/11/2019 07:00;0.005;;0.2;3.79;2;10;80;0.6;2;1.6;0.5;;18;11;;83;5.65;10;;;1;;0.11;20;;;1.56;377;1;0.35;;16;0.132;7;;;1.42;2;;14;;268;;;;20;0.1;10;10;182;10;;;71;;TAMBOMAYO
3;TM;TBM;DISTRITAL TAMBOMAYO;TMCA00004718;189163;8287384;5131.91;W84U19S;26-Dec-2018;Bisa;Estructura;Afloramiento;0.1;300;87;Volc;Argl;Mod;Si;Diss;Vt;Ox;Qz;Veta con abundante  py diss + OxFe + cuarzo y limorcillas.;21/11/2019 07:00;0.005;;0.2;3.89;2;10;60;0.7;2;1.8;0.5;;20;10;;85;5.14;10;;;1;;0.13;30;;;1.48;233;1;0.33;;22;0.144;5;;;2.33;3;;15;;241;;;;20;0.06;10;10;182;10;;;110;;TAMBOMAYO
4;TM;TBM;DISTRITAL TAMBOMAYO;TMCA00004717;189159;8287386;5135.12;W84U19S;26-Dec-2018;Bisa;Estructura;Afloramiento;0.1;300;87;Volc;Argl;Mod;Si;Diss;Vt;Ox;Qz;Veta con abundante  py diss + OxFe + cuarzo y limorcillas.;21/11/2019 07:00;0.005;;0.2;3.7;2;10;250;0.6;2;1.57;0.5;;16;9;;77;5.01;10;;;1;;0.12;20;;;1.39;303;1;0.28;;18;0.144;5;;;1.08;2;;15;;195;;;;20;0.04;10;10;168;10;;;84;;TAMBOMAYO
5;TM;TBM;DISTRITAL TAMBOMAYO;TMCA00004716;189237;8287947;5100.22;W84U19S;26-Dec-2018;Bisa;Estructura;Afloramiento;0.1;242;90;Volc;Argl;Deb;Si;Mass;Vt;Ox;Qz;Veta  con  silicicación con presencia de óxidos de Fe + tz de py y cuarzo gris;21/11/2019 07:00;0.005;;0.2;2.33;2;10;160;0.7;2;0.84;0.5;;20;42;;125;4.94;10;;;1;;0.14;40;;;0.59;407;1;0.23;;35;0.162;7;;;2.24;2;;7;;133;;;;20;0.02;10;10;130;10;;;99;;TAMBOMAYO
10288;TM;TBM;DISTRITAL TAMBOMAYO;EX341667;819113;8301153;4590;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;0.5;;;;;;;;Vnll;;;Venilla con pátinas verdosas. Roca caja andesita inalterada.;21/11/2019 07:00;0.005;;0.2;2.09;3;;46;0.5;5;1.58;1;;14;30;;29.9;4.54;10;;;0.02;;0.11;10.5;;;1.32;629;1;0.24;1;15;0.07;21;;;0.01;5;;7.8;13;128;;0.005;;50;0.12;2;50;119;10;8.2;;56.4;13;REGIONAL TAMBOMAYO
10289;TM;TBM;DISTRITAL TAMBOMAYO;EX341666;819215;8301166;4604;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;0.3;;;;;;;;Vnll;Cal;;"Canal en estructura con venillas de calcita; parcial silisificación y remanentes de roca nadesitica. Presencia de clorita y/o brocantita. 10 metros de extensión.";21/11/2019 07:00;0.005;;0.2;1.13;3;;61;0.5;5;5.35;1;;2;77;;59.2;2.25;10;;;0.02;;0.2;6;;;0.25;1455;1;0.05;1;9;0.02;11;;;0.01;5;;2.5;10;1310;;0.005;;50;0.04;2;50;64;10;5.8;;25;7.3;REGIONAL TAMBOMAYO
10290;TM;TBM;DISTRITAL TAMBOMAYO;EX341665;818991;8300973;4508;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;0.6;;;;;;;;Vnll;Cal;;"Canal sobre dos vetillas de calcita de 10 cm de ancho cada una; separadas por roca inalterada. 10 metros de largo.";21/11/2019 07:00;0.005;;0.3;0.39;5;;14;0.5;5;15;1;;2;20;;9.8;0.96;10;;;0.02;;0.05;5.5;;;0.19;582;1;0.02;1;5;0.03;6;;;0.01;5;;1.6;24;57.9;;0.099;;50;0.04;2;50;18;10;2.8;;20.7;5.1;REGIONAL TAMBOMAYO
10291;TM;TBM;DISTRITAL TAMBOMAYO;EX341664;818785;8301066;4515;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;0.25;;;;;;;;Vnll;Cal;;Vetilla de calcita de 25 cm de ancho.Calcita fina en bandas grises entre calcita blanca bien cristalizada. Sin continuidad.;21/11/2019 07:00;0.005;;0.2;1.85;3;;12;0.5;5;15;1;;1;18;;9;0.39;10;;;0.02;;0.26;5.2;;;0.03;1254;1;0.03;1;1;0.02;9;;;0.01;5;;1.9;10;82.9;;0.117;;50;0.01;2;50;21;10;3.7;;20;3.4;REGIONAL TAMBOMAYO
10292;TM;TBM;DISTRITAL TAMBOMAYO;EX341663;819874;8300744;4540;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;0.1;;;;;;;;Vnll;Sil;Ox;"Vetilla de silice calcedonia con """"""""""""""""hilitos"""""""""""""""" de OxFe.";21/11/2019 07:00;0.005;;0.2;0.12;4;;56;0.5;5;0.48;2;;1;273;;1210;1.81;10;;;0.02;;0.02;0.5;;;0.03;215;4;0.01;1;13;0.01;11;;;0.02;5;;1.2;10;27.2;;0.044;;50;0.01;2;50;30;10;0.6;;10.5;3.1;REGIONAL TAMBOMAYO
10293;TM;TBM;DISTRITAL TAMBOMAYO;EX341662;819916;8303683;4842;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;5;;;;;;;;Bx;;;"Brecha monomictica con matriz de harina de roca de aspecto saccaroide y poco competente. Minerales verde claro de forma alongada; fibrosa; de hilo.";21/11/2019 07:00;0.005;;0.2;0.45;3;;59;0.5;5;0.56;1;;3;44;;7.3;1.07;10;;;0.02;;0.09;39.7;;;0.12;107;1;0.11;1;7;0.19;8;;;0.01;5;;1;10;39.3;;0.088;;50;0.06;2;50;25;10;7.1;;15.7;8.3;REGIONAL TAMBOMAYO
10294;TM;TBM;DISTRITAL TAMBOMAYO;EX341661;819958;8303750;4838;W84U18S;2-Sep-2013;Julio Reyno;Roca;Afloramiento;4;;;Volc;Inalt;;No;;;;;"Roca de matriz garnular fina; silicea; con presencia de micas; amfiboles y cueazo. Parcialmente saccaroide y blanda.";21/11/2019 07:00;0.005;;0.2;0.34;3;;56;0.5;5;0.61;1;;3;35;;10.7;1.05;10;;;0.02;;0.09;42.6;;;0.18;112;1;0.09;1;7;0.21;2;;;0.01;5;;1.3;12;32.1;;0.012;;50;0.06;2;50;41;10;8.3;;22;13.8;REGIONAL TAMBOMAYO
10295;TM;TBM;DISTRITAL TAMBOMAYO;EX341660;819877;8303527;4831;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;0.7;90;;;;;;;Led;Sil;;"Estructura como parte de crestón de sílice granular; probablemente proveniente de riolita alterada por vapores";21/11/2019 07:00;0.005;;0.2;0.74;3;;80;0.5;5;0.62;1;;4;36;;19.6;1.02;10;;;0.02;;0.12;41.2;;;0.16;214;1;0.13;1;7;0.2;2;;;0.01;5;;1.4;10;43.9;;0.05;;50;0.08;2;50;37;10;7.9;;26.2;25.5;REGIONAL TAMBOMAYO
10296;TM;TBM;DISTRITAL TAMBOMAYO;EX341659;820117;8300827;4656;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;0.3;;;;;;;;Vnll;Sil;;Vetilla de relleno con presencia de sílice en venillas y bandas;21/11/2019 07:00;0.005;;0.2;0.25;3;;24;0.5;5;0.13;1;;1;251;;15.4;1.19;10;;;0.02;;0.01;2.9;;;0.02;205;1;0.01;1;12;0.02;7;;;0.01;5;;1.2;10;8.1;;0.031;;50;0.02;2;50;20;10;2.1;;30.1;3.1;REGIONAL TAMBOMAYO
10297;TM;TBM;DISTRITAL TAMBOMAYO;EX341658;814364;8302527;4692;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;3;;;;;;;;Led;;;Estructura argilica poco brechada. Aflora 10 m.;21/11/2019 07:00;0.005;;0.2;0.45;13;;49;0.8;5;0.06;1;;23;89;;75.5;5.3;10;;;1.08;;0.04;3.7;;;0.04;646;2;0.01;1;72;0.04;14;;;0.03;5;;11;14;7.5;;0.104;;50;0.01;2;50;41;10;10.7;;136;6.7;REGIONAL TAMBOMAYO
10298;TM;TBM;DISTRITAL TAMBOMAYO;EX341657;814397;8302295;4645;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;10;;;;;;;;Vnll;Sil;Ox;Vetilla argilica con presencia de silice y OxFe. 3 incrementos;21/11/2019 07:00;0.005;;0.2;0.28;41;;44;0.5;5;14.55;1;;8;64;;36.9;2.36;10;;;1.09;;0.02;8;;;0.52;774;1;0.01;1;28;0.04;17;;;0.03;5;;5.1;10;253;;0.283;;50;0.01;2;50;27;10;7.4;;91.1;0.7;REGIONAL TAMBOMAYO
10299;TM;TBM;DISTRITAL TAMBOMAYO;EX341656;815425;8302296;4800;W84U18S;2-Sep-2013;Julio Reyno;Roca;Afloramiento;1;;;Volc;Inalt;;No;;;;;Riodacita inalterada.;21/11/2019 07:00;0.005;;0.2;0.71;3;;186;0.5;5;0.04;1;;1;42;;23.3;0.93;10;;;0.02;;0.09;11.1;;;0.03;26;1;0.05;1;2;0.01;5;;;0.05;5;;1.5;10;27.5;;0.012;;50;0.05;2;50;15;10;3.7;;10;7.8;REGIONAL TAMBOMAYO
10300;TM;TBM;DISTRITAL TAMBOMAYO;EX341654;814669;8302663;4730;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;6;;;;;;;;Bx;Sil;;Brecha monomictica de clastos siliceos masivos angulares.Brecha clastosoportada.;21/11/2019 07:00;0.005;;0.2;0.28;49;;157;0.5;5;0.05;1;;3;191;;23;3.23;10;;;0.64;;0.01;3.1;;;0.01;85;1;0.01;1;30;0.04;11;;;0.14;5;;2.9;10;10.2;;0.047;;50;0.01;2;50;38;10;4;;37.9;5.3;REGIONAL TAMBOMAYO
10301;TM;TBM;DISTRITAL TAMBOMAYO;EX341653;814553;8302795;4718;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;0.3;;;;;;;;Bx;Ox;Cal;"Veta brecha con OxFe > 5%; calcita y clastos siliceos. Matriz de roca molida";21/11/2019 07:00;0.005;;0.2;0.43;15;;37;0.5;5;0.05;1;;5;104;;42.5;3.15;10;;;1.56;;0.05;5.5;;;0.02;202;4;0.01;1;16;0.05;11;;;0.09;5;;3.9;16;4;;0.005;;50;0.01;2;50;23;10;2.9;;38.1;2.8;REGIONAL TAMBOMAYO
10302;TM;TBM;DISTRITAL TAMBOMAYO;EX341652;814500;8302970;4692;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;3;;;;;;;;Bx;Ox;;Brecha con fuerte presencia de OxFe;21/11/2019 07:00;0.005;;0.2;0.4;11;;41;0.5;5;3.78;1;;11;107;;19.7;2.18;10;;;0.93;;0.05;10.7;;;0.06;1401;1;0.01;1;40;0.04;13;;;0.01;5;;5.2;10;36.2;;0.104;;50;0.01;2;50;36;10;6.7;;64;2.5;REGIONAL TAMBOMAYO
10303;TM;TBM;DISTRITAL TAMBOMAYO;EX341651;812800;8304131;4701;W84U18S;2-Sep-2013;Julio Reyno;Estructura;Afloramiento;2;;;;;;;;Bx;Cal;Ox;"Brecha de roca molida; monomictica y con fuerte presencia de calcita y OxFe";21/11/2019 07:00;0.006;;0.2;0.19;78;;1235;0.5;5;15;1;;18;48;;209;4.89;10;;;0.46;;0.05;2.9;;;2.09;2410;4;0.01;1;20;0.01;29;;;0.35;5;;3.5;10;137;;0.17;;50;0.01;2;50;45;10;2.5;;50.6;0.5;REGIONAL TAMBOMAYO
10305;TM;TBM;DISTRITAL TAMBOMAYO;EX341073;189363;8288069;5054;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;;;;;;;;;;21/11/2019 07:00;;;0.2;1.72;3;;54;0.5;5;1.36;1;;21;76;;68.4;3.54;10;;;;;0.1;24.1;;;1.15;224;1;0.35;1;34;0.16;12;;;0.01;5;;2.1;10;162;;;;50;0.2;2;50;145;10;8.8;;56.6;10.4;REGIONAL TAMBOMAYO
10306;TM;TBM;DISTRITAL TAMBOMAYO;EX341072;188966;8287782;5093;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;;;;;;;;;;21/11/2019 07:00;;;0.2;3.02;5;;41;0.5;5;2.25;1;;21;35;;32.6;4.03;10;;;;;0.07;15.3;;;0.75;380;1;0.42;1;9;0.12;7;;;0.02;5;;2.5;10;238;;;;50;0.36;2;50;185;10;9.7;;57.2;8.8;REGIONAL TAMBOMAYO
10307;TM;TBM;DISTRITAL TAMBOMAYO;EX341070;190470;8291241;5212;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;;;;;;;;;;21/11/2019 07:00;;;0.2;0.22;3;;39;0.5;5;0.04;1;;1;78;;1.6;0.64;10;;;;;0.14;7.6;;;0.06;311;2;0.08;3;4;0.01;3;;;0.01;5;;1.3;10;6.1;;;;50;0.06;2;50;3;10;4.3;;30.7;11.8;REGIONAL TAMBOMAYO
10308;TM;TBM;DISTRITAL TAMBOMAYO;EX341069;189685;8288136;5109;P56U19S;1-Dec-2011;Miguel Miranda;Estructura;Afloramiento;0.45;;;;;;;;;;;;21/11/2019 07:00;0.005;;0.2;0.15;8;;15;0.5;5;15;1;;3;3;;3.9;0.39;10;;;;;0.01;4.2;;;0.3;3592;1;0.01;1;2;0.02;2;;;0.04;5;;0.9;10;339;;;;;0.01;4;;3;10;1.3;;11.1;1;REGIONAL TAMBOMAYO
10309;TM;TBM;DISTRITAL TAMBOMAYO;EX341068;190346;8289023;4987;P56U19S;1-Dec-2011;Miguel Miranda;Estructura;Afloramiento;0.75;;;;;;;;;;;;21/11/2019 07:00;0.005;;0.2;0.54;15;;371;0.5;5;15;1;;9;14;;14.8;2.06;10;;;;;0.02;10.6;;;1.13;2028;3;0.01;1;5;0.04;6;;;0.52;5;;2;10;665;;;;;0.01;2;;26;10;6.4;;17.3;0.5;GABY
10310;TM;TBM;DISTRITAL TAMBOMAYO;EX341067;191076;8288467;5275;P56U19S;1-Dec-2011;Miguel Miranda;Estructura;Afloramiento;5;;;;;;;;;;;;21/11/2019 07:00;0.007;;0.2;0.19;3;;160;0.5;5;0.01;1;;1;144;;3;0.21;10;;;;;0.01;1;;;0.01;19;3;0.01;1;10;0.01;4;;;0.04;5;;0.5;10;35.2;;;;;0.01;2;;3;10;0.5;;1.7;1.7;GABY
10311;TM;TBM;DISTRITAL TAMBOMAYO;EX341066;190821;8289750;5073;P56U19S;1-Dec-2011;Miguel Miranda;Estructura;Afloramiento;0.3;;;;;;;;;;;;21/11/2019 07:00;0.005;;0.2;1.39;14;;186;0.5;5;4.33;1;;23;90;;46.1;4.91;10;;;;;0.09;19;;;0.59;1190;12;0.17;1;30;0.13;18;;;3.99;5;;4.9;10;164;;;;;0.01;2;;87;10;7.3;;51.9;1.6;GABY
10312;TM;TBM;DISTRITAL TAMBOMAYO;EX341065;193266;8292618;5204;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;;;;;;;;;;21/11/2019 07:00;0.005;;0.2;0.47;3;;176;0.5;5;2.21;1;;5;208;;15.9;1.08;10;;;;;0.07;5;;;0.27;326;4;0.01;1;15;0.02;5;;;0.02;5;;1.2;10;32.6;;;;;0.01;2;;19;10;2.3;;10.9;0.5;GABY
10313;TM;TBM;DISTRITAL TAMBOMAYO;EX341064;194404;8290815;5320;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;;;;;;;;;;21/11/2019 07:00;0.006;;0.2;0.57;5;;878;0.5;5;5.54;1;;5;115;;18.4;1.14;10;;;;;0.09;6.8;;;0.37;400;2;0.01;1;10;0.02;9;;;0.19;5;;0.9;10;64.2;;;;;0.01;2;;12;10;2.4;;20.1;0.5;GABY
10314;TM;TBM;DISTRITAL TAMBOMAYO;EX341063;195168;8291807;5000;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;;;;;;;;;;21/11/2019 07:00;0.007;;0.9;0.46;11;;126;0.5;8;0.15;1;;5;46;;7.8;2.75;10;;;;;0.22;12.2;;;0.03;33;2;0.12;1;2;0.06;445;;;1.64;5;;0.7;10;83.5;;;;;0.01;2;;7;10;1.8;;170;0.5;GABY
10315;TM;TBM;DISTRITAL TAMBOMAYO;EX341062;194910;8291749;5000;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;;;;;;;;;;21/11/2019 07:00;0.015;;0.2;0.12;52;;13;0.5;5;0.01;1;;5;174;;35.6;4.52;10;;;;;0.01;0.5;;;0.01;47;3;0.01;1;9;0.01;16;;;0.12;5;;0.5;10;1.8;;;;;0.03;2;;5;10;0.8;;30;1.5;GABY
10316;TM;TBM;DISTRITAL TAMBOMAYO;EX341061;194719;8291787;5152;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;;;;;;;;;;21/11/2019 07:00;0.006;;0.2;1.28;21;;131;0.5;5;0.37;1;;11;56;;7.2;3.23;10;;;;;0.12;10.9;;;0.51;148;1;0.08;1;15;0.06;29;;;2.81;5;;2.2;10;106;;;;;0.02;2;;27;10;2.8;;15.4;0.6;GABY
10317;TM;TBM;DISTRITAL TAMBOMAYO;EX341060;194301;8291830;5205;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;0.35;;;;;;;;;;;;21/11/2019 07:00;0.005;;0.2;3.42;62;;72;0.5;5;2.48;1;;26;74;;28.7;4.21;10;;;;;0.06;6.9;;;2.51;1186;1;0.22;1;27;0.07;24;;;2.08;5;;7.4;10;123;;;;;0.17;2;;105;10;7.3;;255;16.5;GABY
10318;TM;TBM;DISTRITAL TAMBOMAYO;EX341059;193174;8291518;5159;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;Volc;SilArg;Mod;No;;;;;Argílica avanzada qz-aln;21/11/2019 07:00;0.007;;0.2;0.54;36;;22;0.5;5;0.01;1;;3;127;;6.9;0.97;10;;;;;0.23;1.3;;;0.01;12;2;0.02;2;6;0.01;12;;;0.6;5;;0.5;10;54.8;;;;;0.01;2;;9;10;0.5;;0.7;1.7;GABY
10319;TM;TBM;DISTRITAL TAMBOMAYO;EX341058;193343;8291583;5162;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;Volc;SilArg;Mod;No;;;;;Argílica avanzada qz-aln;21/11/2019 07:00;0.006;;0.2;0.52;31;;11;0.5;12;0.02;1;;1;87;;3.4;0.85;10;;;1;;0.18;3;;;0.01;9;2;0.03;1;6;0.01;11;;;0.44;5;;0.5;10;71.1;;;;;0.01;2;;10;10;0.5;;0.5;1.3;GABY
10320;TM;TBM;DISTRITAL TAMBOMAYO;EX341057;193432;8291588;5159;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;Volc;SilArg;Mod;No;;;;;Argílica avanzada qz-aln;21/11/2019 07:00;0.005;;0.2;0.58;17;;33;0.5;5;0.01;1;;1;54;;1.9;0.39;10;;;1;;0.17;2.7;;;0.01;6;2;0.01;1;3;0.01;12;;;0.33;5;;0.6;10;48.3;;;;;0.01;2;;13;10;0.6;;0.7;1.5;GABY
10321;TM;TBM;DISTRITAL TAMBOMAYO;EX341056;193521;8291605;5102;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;Volc;SilArg;Mod;No;;;;;"Argilica avanzada Qz-Aln; con alunita cristalizada; presencia de oxfe lim-jar";21/11/2019 07:00;0.006;;0.2;0.51;28;;32;0.5;126;0.01;1;;1;93;;4.1;0.98;10;;;1;;0.17;3.9;;;0.01;12;1;0.04;1;7;0.01;15;;;0.48;5;;0.5;10;97.5;;;;;0.01;2;;7;10;0.5;;0.8;1.3;GABY
