OBJECTID;UEA;PROY_COD;PROYECTO;MUESTRA;ESTE;NORTE;ELEVACION;PROYECCION;FECHA;GEOLOGO;TIPO_MATERIAL;ZONA;ANCHO;AZIMUT_STR;BUZAMIENTO_STR;ROCA_GENERAL;ALTERACION;ALT_INTENSIDAD;MINERALIZACION;TIPO_MINERALIZACION;TIPO_ESTRUCTURA;MIN_PRINCIPAL;MIN_SECUNDARIO;OBSERVACION;SINCRONIZACION;Au_ppm;Aucn_ppm;Ag_ppm;Al_pct;As_ppm;B_ppm;Ba_ppm;Be_ppm;Bi_ppm;Ca_pct;Cd_ppm;Ce_ppm;Co_ppm;Cr_ppm;Cs_ppm;Cu_ppm;Fe_pct;Ga_ppm;Ge_ppm;Hf_ppm;Hg_ppm;In_ppm;K_pct;La_ppm;Li_ppm;Lu_ppm;Mg_pct;Mn_ppm;Mo_ppm;Na_pct;Nb_ppm;Ni_ppm;P_pct;Pb_ppm;Rb_ppm;Re_ppm;S_pct;Sb_ppm;Se_ppm;Sc_ppm;Sn_ppm;Sr_ppm;Ta_ppm;Te_ppm;Tb_ppm;Th_ppm;Ti_pct;Tl_ppm;U_ppm;V_ppm;W_ppm;Y_ppm;Yb_ppm;Zn_ppm;Zr_ppm;TARGET
10322;TM;TBM;DISTRITAL TAMBOMAYO;EX341055;193219;8291591;5162;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;Volc;ArglAvd;Mod;Si;Vnll;;;;"Afloramiento de argilica avanzada qz-aln; alunita de color rosado a blanco en forma masiva; se presenta en vlls y fracturas; presencia de oxfe";21/11/2019 07:00;0.005;;0.2;0.49;28;;20;0.5;5;0.02;1;;1;92;;4.1;0.77;10;;;1;;0.19;2.1;;;0.01;10;2;0.02;1;7;0.01;12;;;0.49;5;;0.6;10;68.1;;;;;0.01;2;;9;10;0.5;;0.9;2.7;GABY
10323;TM;TBM;DISTRITAL TAMBOMAYO;EX341054;193713;8291875;5118;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;Volc;Argl;Mod;Si;Vnll;;;;"alteracion argílica con kao-ill-pirf; con vlls tipo stock worck de cuarzo blanquesino";21/11/2019 07:00;0.006;;0.2;0.57;42;;53;0.5;5;0.01;1;;3;39;;4.7;1.34;10;;;1;;0.31;25.3;;;0.12;33;1;0.03;1;1;0.05;16;;;0.53;5;;0.8;10;10;;;;;0.01;3;;13;10;2.1;;3.4;1.7;GABY
10324;TM;TBM;DISTRITAL TAMBOMAYO;EX341053;193567;8292091;5149;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;SubVolc;Inalt;;No;;;;;"Dique ignimbritico riolitico; compuesto por fiames y pomez; que presentan una orientación";21/11/2019 07:00;0.005;;0.2;0.8;3;;139;0.5;5;0.06;1;;2;32;;5;0.44;10;;;1;;0.16;7.6;;;0.04;109;1;0.06;2;2;0.01;6;;;0.02;5;;0.6;10;17.2;;;;;0.03;2;;2;10;2.5;;13.6;20;GABY
10325;TM;TBM;DISTRITAL TAMBOMAYO;EX341052;193591;8292112;5158;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;Volc;Argl;Mod;No;;;;;afloraminento de alteración argílica con kao-ill;21/11/2019 07:00;0.005;;0.2;0.47;28;;128;0.5;5;0.43;1;;6;21;;4.4;2.48;10;;;1;;0.28;20.4;;;0.05;98;1;0.03;1;2;0.09;17;;;1.16;5;;0.7;10;13.1;;;;;0.01;2;;7;10;7.7;;6.7;0.5;GABY
10326;TM;TBM;DISTRITAL TAMBOMAYO;EX341051;189748;8293411;5184;P56U19S;1-Dec-2011;Miguel Miranda;Roca;Afloramiento;5;;;;;;;;;;;"rodados de Bx hidrotermal conclastos de cuarzo calcedonico; mtrzde  OxFe";21/11/2019 07:00;0.005;;0.2;0.22;53;;33;0.5;5;0.02;1;;5;73;;20.7;3.22;10;;;1;;0.08;1.7;;;0.01;29;3;0.02;1;5;0.04;11;;;0.65;5;;0.5;10;87.8;;;;;0.01;2;;6;10;0.5;;2.2;1.7;REGIONAL TAMBOMAYO
10354;TM;GAB;GABY;BWTBMEX5962;194180.0036;8293084.006;5195;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;Vt;Cal;Qz;Estructura de calcita con parches de cuarzo blanco+-5% cuarzo gris+-3% geodas+-2% oxido de fierro +-10% panizo +-20%;21/11/2019 07:00;0.005;;0.2;1.5;3;;151;1;5;0.83;1;;32;9;;22.5;6.3;10;;;1;;0.24;17.1;;;0.65;1238;1;0.01;1;8;0.14;10;;;0.14;5;;3.4;10;29.8;;0.059;;;0.01;2;;25;10;13.4;;107;1.1;GABY
10355;TM;GAB;GABY;BWTBMEX5961;194699.5734;8293959.606;4986.34;P56U19S;13-Dec-2013;"Rosas; Mario";Roca;Afloramiento;0.2;;;Volc;Inalt;;Si;Vnll;;;;Caja piso toba brecha de composicion andesitica craquelada con venillas de calcita;21/11/2019 07:00;0.006;;0.2;2.26;3;;99;0.7;5;2.84;1;;8;12;;31.6;2.65;10;;;1;;0.13;20.8;;;0.79;568;1;0.06;1;1;0.06;17;;;0.01;5;;5.7;10;148;;0.045;;;0.02;2;;36;10;11;;58.1;10.2;GABY
10356;TM;GAB;GABY;BWTBMEX5960;194699.2232;8293959.196;4986.37;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;Brecha de falla craquelada clorita;21/11/2019 07:00;0.006;;0.2;1.91;3;;175;0.7;5;5.36;1;;12;8;;20.6;1.76;10;;;7;;0.31;18.4;;;0.5;867;1;0.08;1;6;0.05;18;;;0.01;5;;4;10;325;;0.021;;;0.02;2;;29;10;8.2;;57.1;8;GABY
10357;TM;GAB;GABY;BWTBMEX5959;194698.8327;8293958.746;4986.5;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;Qz;falla panizo con arrastre de cuarzo blanco triturado  venillas de calcita;21/11/2019 07:00;0.006;;0.2;3.26;3;;536;0.7;5;3.61;1;;8;6;;13.5;2.46;10;;;2;;0.24;17.5;;;0.6;466;1;0.23;1;4;0.07;18;;;0.01;5;;5.1;10;1000;;0.005;;;0.03;2;;40;10;7.9;;59.3;10.4;GABY
10358;TM;GAB;GABY;BWTBMEX5958;194698.6235;8293957.916;4986.18;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;Brecha de falla craquelada clorita;21/11/2019 07:00;0.006;;0.2;3.59;3;;490;0.7;5;2.81;1;;12;7;;13.4;2.79;10;;;1;;0.24;18;;;0.78;401;1;0.21;1;5;0.07;14;;;0.01;5;;6.7;10;919;;0.005;;;0.03;2;;59;10;7.4;;62;12.6;GABY
10359;TM;GAB;GABY;BWTBMEX5957;194698.4535;8293957.287;4986.24;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;Brecha de falla craquelada clorita;21/11/2019 07:00;0.006;;0.2;2.81;3;;390;0.9;5;4.11;1;;5;4;;16.7;2.3;10;;;4;;0.19;14.3;;;0.46;578;1;0.24;1;5;0.06;17;;;0.01;5;;4.7;10;779;;0.012;;;0.03;2;;47;10;6.9;;44.9;10.6;GABY
10360;TM;GAB;GABY;BWTBMEX5956;194698.3927;8293956.846;4986.35;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;Qz;falla panizo con arrastre de cuarzo blanco triturado  venillas de calcita;21/11/2019 07:00;0.005;;0.2;1.73;3;;189;0.6;5;7.78;1;;8;9;;10;1.97;10;;;2;;0.13;13;;;0.44;636;1;0.12;1;1;0.06;2;;;0.01;5;;4.6;10;353;;0.019;;;0.03;2;;28;10;7.1;;42;10;GABY
10361;TM;GAB;GABY;BWTBMEX5955;194698.2934;8293956.066;4986.43;P56U19S;13-Dec-2013;"Rosas; Mario";Roca;Afloramiento;0.2;;;Volc;Inalt;;Si;Vnll;;;;Caballo toba brecha de composicion andesitica textura porfiritica con venillas de calcita;21/11/2019 07:00;0.005;;0.2;1.39;16;;54;0.5;5;6.66;1;;8;4;;14.9;2.12;10;;;1;;0.11;12.9;;;0.49;520;1;0.06;1;1;0.06;12;;;0.01;5;;4.9;10;61.6;;0.11;;;0.03;2;;39;10;7.7;;47.1;7.9;GABY
10362;TM;GAB;GABY;BWTBMEX5954;194696.333;8293944.506;4986.1;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;Brecha de falla craquelada clorita;21/11/2019 07:00;0.005;;0.2;3.41;7;;302;0.6;5;3.08;1;;10;1;;109;2.18;10;;;5;;0.28;17;;;1.51;1094;1;0.12;1;1;0.07;16;;;0.01;5;;5;10;684;;0.019;;;0.03;2;;60;10;10.1;;62.3;13.6;GABY
10363;TM;GAB;GABY;BWTBMEX5953;194681.1732;8293961.267;4997.23;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;falla panizo;21/11/2019 07:00;0.005;;0.2;3.6;3;;354;0.5;5;3.09;2;;12;8;;22.5;2.3;10;;;3;;0.4;16.4;;;1.33;580;1;0.33;1;12;0.07;11;;;0.01;5;;6.3;10;905;;0.021;;;0.05;2;;66;10;9.1;;54.9;18.8;GABY
10364;TM;GAB;GABY;BWTBMEX5952;194665.6534;8293981.446;5008.27;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;falla panizo con estrias;21/11/2019 07:00;0.005;;0.2;3.95;3;;481;0.7;5;2.24;1;;13;7;;28;2.39;10;;;1;;0.34;17.1;;;1.29;481;1;0.33;1;9;0.06;9;;;0.01;5;;7.8;10;755;;0.032;;;0.05;2;;59;10;11.9;;54;22.5;GABY
10365;TM;GAB;GABY;BWTBMEX5951;194665.5733;8293981.167;5008.28;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;falla panizo con estrias;21/11/2019 07:00;0.005;;0.2;4.41;3;;709;0.9;5;3.14;1;;6;6;;41.6;1.92;10;;;4;;0.39;17.5;;;1.11;548;1;0.52;1;5;0.07;15;;;0.01;5;;5.1;10;1090;;0.021;;;0.04;2;;46;10;9.5;;56.8;18.5;GABY
10366;TM;GAB;GABY;BWTBMEX5949;194661.5428;8294000.326;5013.07;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;Bx;;;Estructura brechada craquelada con relleno de arcillas;21/11/2019 07:00;0.005;;0.2;3.85;3;;580;0.9;5;3.42;1;;11;2;;16;1.77;10;;;1;;0.36;20;;;0.71;553;1;0.56;1;1;0.07;7;;;0.01;5;;4.4;10;1110;;0.039;;;0.03;2;;53;10;9;;53.6;13.7;GABY
10367;TM;GAB;GABY;BWTBMEX5948;194659.9127;8293999.786;5012.9;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;Brecha de falla craquelada clorita;21/11/2019 07:00;0.005;;0.2;2.74;3;;281;0.6;5;3.5;1;;10;3;;17.9;2.21;10;;;5;;0.38;16.7;;;1.01;365;1;0.18;1;7;0.07;16;;;0.01;5;;5.6;10;536;;0.017;;;0.03;2;;64;10;8.1;;52.4;16;GABY
10368;TM;GAB;GABY;BWTBMEX5947;194658.4628;8293999.266;5013.29;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;Bx;;;Estructura brechada craquelada con relleno de arcillas;21/11/2019 07:00;0.005;;0.2;3.44;3;;473;0.7;5;3.88;1;;11;4;;28.3;2.13;10;;;3;;0.44;17;;;0.94;650;1;0.26;1;1;0.07;21;;;0.02;5;;6;10;852;;0.01;;;0.03;2;;58;10;8.5;;56.2;19.9;GABY
10369;TM;GAB;GABY;BWTBMEX5946;194657.7231;8293998.086;5012.97;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;Bx;;;Estructura brechada craquelada con relleno de arcillas;21/11/2019 07:00;0.005;;0.2;2.87;3;;340;0.6;5;3.84;1;;13;9;;30.3;2.4;10;;;1;;0.6;16.9;;;1.02;1009;1;0.18;1;10;0.07;14;;;0.01;5;;7.9;10;565;;0.012;;;0.03;2;;40;10;11.4;;52.4;23.9;GABY
10370;TM;GAB;GABY;BWTBMEX5945;194657.5736;8293997.206;5013.02;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;Brecha de falla craquelada clorita;21/11/2019 07:00;0.005;;0.2;3.13;16;;403;0.7;5;3.8;3;;18;10;;21.1;2.09;10;;;1;;0.61;20.2;;;0.75;436;1;0.26;1;6;0.07;48;;;0.01;5;;7.5;10;713;;0.032;;;0.04;2;;51;10;12.5;;66.1;24.2;GABY
10371;TM;GAB;GABY;BWTBMEX5944;194647.1929;8294008.396;5019.94;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;Bx;;;Estructura brechada craquelada con relleno de arcillas;21/11/2019 07:00;0.005;;0.2;4.3;3;;723;0.8;5;3.46;1;;5;9;;10.8;2.27;10;;;1;;0.3;18.6;;;0.77;273;1;0.53;1;2;0.07;24;;;0.01;5;;6.1;10;1400;;0.009;;;0.05;2;;54;10;8.1;;54.6;17.2;GABY
10372;TM;GAB;GABY;BWTBMEX5943;194646.6732;8294007.807;5019.81;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;Cal;falla panizo con arrastre de calcita craquelada;21/11/2019 07:00;0.005;;0.2;3.25;8;;365;0.7;5;2.92;1;;11;6;;29.4;2.08;10;;;5;;0.43;17;;;1.1;764;1;0.28;1;8;0.06;18;;;0.01;5;;5.9;10;602;;0.011;;;0.02;2;;35;10;8.9;;51.5;13.7;GABY
10373;TM;GAB;GABY;BWTBMEX5942;194646.6129;8294007.167;5020.04;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;Brecha de falla craquelada clorita;21/11/2019 07:00;0.005;;0.4;2.93;14;;517;0.7;5;4.58;1;;8;11;;14;2.29;10;;;6;;0.49;19.1;;;0.62;621;1;0.32;1;9;0.06;23;;;0.01;5;;6.2;10;751;;0.024;;;0.04;2;;35;10;10.6;;42.9;23.9;GABY
10374;TM;GAB;GABY;BWTBMEX5941;194646.3027;8294006.816;5020.48;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;Brecha de falla craquelada clorita;21/11/2019 07:00;0.005;;0.2;4.02;3;;663;0.8;5;3.56;1;;6;5;;23.1;1.88;10;;;1;;0.32;16.8;;;0.75;401;1;0.6;1;6;0.06;27;;;0.01;5;;5.4;10;1050;;0.026;;;0.04;2;;53;10;10;;60.7;21;GABY
10375;TM;GAB;GABY;BWTBMEX5940;194646.1837;8294006.556;5020.51;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;Cal;Falla  con bandeamiento de calcita hidrotermal brechada;21/11/2019 07:00;0.005;;0.2;3.79;3;;648;0.8;5;4.68;1;;6;11;;22.7;2.13;10;;;1;;0.34;19.1;;;0.76;662;1;0.52;1;10;0.06;23;;;0.01;5;;6;10;1010;;0.022;;;0.05;2;;63;10;9.9;;53.6;19;GABY
10376;TM;GAB;GABY;BWTBMEX5939;194646.1034;8294006.536;5020.51;P56U19S;13-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;;falla panizo con estrias;21/11/2019 07:00;0.005;;0.2;3.8;3;;537;0.7;5;4.13;1;;21;13;;17.7;3.28;10;;;1;;0.37;19;;;1.52;723;1;0.32;1;17;0.06;41;;;0.01;5;;10;10;760;;0.012;;;0.07;2;;87;10;11.2;;65.2;27.3;GABY
10377;TM;GAB;GABY;BWTBMEX5938;194918.7927;8293781.566;4907.9;P56U19S;3-Dec-2013;"Rosas; Mario";Roca;Afloramiento;0.4;;;Volc;Inalt;;Si;Frc;;;;Caja piso roca flujo de lavas de textura afanitica oxido de manganeso;21/11/2019 07:00;0.011;;27.1;0.9;23;;54;0.6;5;3.44;2;;14;27;;13.1;2.84;10;;;1;;0.3;18.6;;;0.42;770;2;0.03;1;5;0.08;71;;;0.09;5;;2.8;10;49.9;;0.005;;;0.04;2;;71;10;9;;248;7.2;GABY
10378;TM;GAB;GABY;BWTBMEX5937;194918.6832;8293781.317;4907.9;P56U19S;3-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;Vt;Qz;Sulf;Veta cuarzo blanco hailino brechada puntos de sulfuros;21/11/2019 07:00;0.106;;262;0.51;175;;37;0.5;5;0.42;10;;12;57;;47.8;1.99;10;;;1;;0.19;9.4;;;0.18;607;1;0.02;1;6;0.05;826;;;0.79;13;;2.5;10;13.3;;0.012;;;0.01;2;;19;10;5.4;;928;2.9;GABY
10379;TM;GAB;GABY;BWTBMEX5936;194918.6133;8293781.156;4907.9;P56U19S;3-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;Bx;Sil;Qz;Estructura brechada silico-argilico venilleo de cuarzo blanco hialino;21/11/2019 07:00;0.019;;5.1;0.6;189;;26;0.6;5;1.4;1;;11;11;;21.7;2.18;10;;;3;;0.3;14.1;;;0.18;268;1;0.02;1;4;0.08;45;;;1.58;5;;3.8;10;28.7;;0.005;;;0.01;2;;37;10;7.3;;90.1;3.9;GABY
10380;TM;GAB;GABY;BWTBMEX5935;194918.5331;8293780.967;4907.9;P56U19S;3-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;Vt;Qz;Sil;Veta de cuarzo blanco hialino masivo brechada con puntos de silice gris;21/11/2019 07:00;0.064;;56.5;0.7;163;;19;0.5;5;0.53;1;;10;106;;71.3;1.91;10;;;1;;0.16;8.8;;;0.26;251;1;0.02;1;14;0.05;152;;;0.9;5;;2.8;10;12.3;;0.007;;;0.01;2;;27;10;5.1;;206;2.8;GABY
10381;TM;GAB;GABY;BWTBMEX5934;194918.4028;8293780.666;4907.9;P56U19S;3-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.45;;;;;;;;Vt;Sil;Qz;Estructura silicificada brechada bandeamiento de cuarzo blanco hialino craquelado venillas de cuarzo gris arcillas;21/11/2019 07:00;0.058;;4.8;0.6;261;;45;0.5;5;0.33;1;;11;42;;20.9;2.05;10;;;1;;0.16;8.2;;;0.3;424;1;0.01;1;11;0.05;50;;;1.21;5;;2.4;10;10.1;;0.017;;;0.01;2;;25;10;4.5;;111;3.1;GABY
10382;TM;GAB;GABY;BWTBMEX5933;194907.6333;8293789.256;4909.5;P56U19S;3-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.4;;;;;;;;Bx;Ox;;Estructura argilizada brechada hematita;21/11/2019 07:00;0.005;;3.6;0.83;59;;42;1.8;5;0.37;1;;17;13;;37.4;3.61;10;;;1;;0.27;18.2;;;0.22;622;2;0.02;1;11;0.07;18;;;0.03;6;;4.2;10;20.2;;0.005;;;0.01;2;;29;10;9.5;;75;4.7;GABY
10383;TM;GAB;GABY;BWTBMEX5932;194907.5728;8293788.956;4909.5;P56U19S;3-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;;;;Estructura;21/11/2019 07:00;0.014;;21.3;0.84;91;;34;1.4;5;0.48;1;;11;40;;55.9;1.58;10;;;1;;0.34;14.6;;;0.23;402;2;0.01;1;11;0.06;46;;;0.09;6;;4.4;10;17;;0.005;;;0.01;2;;30;10;8.1;;131;4.6;GABY
10384;TM;GAB;GABY;BWTBMEX5931;194907.5334;8293788.767;4909.5;P56U19S;3-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;Vt;Qz;;Veta  de cuarzo blanco hialino brechada con relleno de arcillas;21/11/2019 07:00;0.152;;148;0.65;169;;22;0.5;5;0.98;1;;10;36;;60.9;1.14;10;;;1;;0.24;8.2;;;0.2;183;1;0.01;1;7;0.05;182;;;0.49;7;;2.6;10;13.5;;0.007;;;0.01;2;;21;10;4.1;;162;3;GABY
10385;TM;GAB;GABY;BWTBMEX5930;194907.4931;8293788.567;4909.5;P56U19S;3-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.2;;;;;;;;F;Pnz;Qz;falla panizo con hematita arrastre de cuarzo blanco hialino craquelado;21/11/2019 07:00;0.016;;12.8;1.03;53;;78;1.4;5;5.26;1;;21;23;;46.3;2.04;10;;;1;;0.23;16.6;;;0.44;677;1;0.01;1;16;0.07;38;;;0.29;5;;4;10;54.4;;0.005;;;0.01;2;;46;10;7.6;;248;5;GABY
10386;TM;GAB;GABY;BWTBMEX5929;194893.3836;8293798.376;4911.1;P56U19S;3-Dec-2013;"Rosas; Mario";Roca;Afloramiento;0.5;;;Volc;Inalt;;Si;Vnll;;;;Caja techo roca craquelado flujo de lavas de textura porfiritica venillas de calcita pirita cubica;21/11/2019 07:00;0.005;;0.2;1.87;3;;94;0.8;5;3.37;1;;14;7;;21.5;3.11;10;;;1;;0.19;29.9;;;1.3;671;2;0.02;1;6;0.12;29;;;0.02;5;;3.7;10;128;;0.013;;;0.02;2;;62;10;11;;69.2;5.2;GABY
10387;TM;GAB;GABY;BWTBMEX5928;194893.5335;8293798.746;4911.1;P56U19S;3-Dec-2013;"Rosas; Mario";Estructura;Afloramiento;0.3;;;;;;;;F;Pnz;;falla panizo;21/11/2019 07:00;0.005;;0.3;2;24;;93;1.1;6;9.64;1;;16;14;;23.7;2.37;10;;;1;;0.24;21.1;;;0.76;988;2;0.05;1;9;0.07;18;;;0.42;5;;3.6;10;145;;0.026;;;0.02;2;;60;10;9.9;;47.5;7.6;GABY
